Order ID,Order Date,Customer Name,Region,City,State,Product,Category,Quantity,Sales,Profit,Discount,Ship Mode,Segment
20915,2024-04-22,Riya,West,Pune,Telangana,Chair,Furniture,1,8639,2176.4,0.25,Second Class,Consumer
20587,2024-08-27,Riya,South,Hyderabad,Gujarat,Shoes,Fashion,5,31145,5710.7,0.15,Same Day,Home Office
20384,2020-06-11,Tanya,West,Ahmedabad,Delhi,Bottle,Accessories,5,2935,692.12,0.12,Second Class,Corporate
20864,2020-05-23,Vikas,South,Bangalore,Gujarat,Jeans,Fashion,1,5302,1149.78,0.23,Second Class,Home Office
20721,2023-06-02,Neha,South,Kolkata,Maharashtra,Laptop,Electronics,4,22400,6263.24,0.08,Same Day,Home Office
20171,2023-09-16,Rahul,West,Hyderabad,Telangana,Charger,Electronics,3,8511,2696.91,0.28,Standard Class,Corporate
20596,2024-08-28,Arjun,South,Pune,Tamil Nadu,T-shirt,Fashion,4,2388,286.56,0.19,Standard Class,Corporate
20246,2024-10-09,Riya,West,Ahmedabad,Delhi,Chair,Furniture,2,11944,4169.33,0.06,Standard Class,Corporate
20588,2020-07-19,Deepak,East,Mumbai,Gujarat,Smartphone,Electronics,4,30024,7188.12,0.13,Same Day,Corporate
20569,2023-01-06,Priya,North,Mumbai,Telangana,Oven,Appliances,4,9888,567.62,0.11,Second Class,Corporate
20674,2023-02-25,Deepak,West,Delhi,Tamil Nadu,Charger,Electronics,4,29956,6220.1,0.21,Same Day,Consumer
20164,2020-05-27,Priya,West,Chennai,West Bengal,Backpack,Accessories,3,2886,145.26,0.08,First Class,Consumer
20462,2024-11-01,Riya,West,Delhi,Delhi,Charger,Electronics,1,7448,2243.18,0.04,Second Class,Home Office
20310,2021-05-09,Arjun,East,Kolkata,Delhi,Smartphone,Electronics,5,20830,3553.77,0.22,First Class,Corporate
20245,2023-08-03,Rahul,East,Bangalore,West Bengal,Television,Electronics,4,22116,1191.37,0.16,Same Day,Consumer
20645,2023-05-09,Riya,West,Bangalore,Gujarat,Smartphone,Electronics,5,26160,4358.72,0.07,First Class,Consumer
20608,2024-05-29,Vikas,South,Chennai,Gujarat,Oven,Appliances,3,8625,3007.28,0.17,Standard Class,Home Office
20129,2021-12-06,Sneha,East,Bangalore,Karnataka,Backpack,Accessories,5,27655,2487.93,0.19,First Class,Consumer
20212,2024-07-02,Sneha,North,Chennai,Karnataka,Camera,Electronics,4,2168,433.57,0.22,Standard Class,Home Office
20441,2023-01-14,Arjun,West,Kolkata,Maharashtra,Chair,Furniture,5,27310,2973.34,0.04,Second Class,Corporate
20919,2020-10-25,Arjun,East,Hyderabad,West Bengal,Camera,Electronics,4,18424,5522.14,0.29,First Class,Home Office
20666,2022-12-01,Neha,South,Bangalore,Delhi,Jeans,Fashion,2,7292,1872.54,0.08,Second Class,Consumer
20867,2023-06-09,Meera,South,Bangalore,West Bengal,Chair,Furniture,3,20406,3874.17,0.06,Second Class,Corporate
20563,2024-07-10,Karan,South,Delhi,Karnataka,Fridge,Appliances,5,4495,1470.91,0.29,Standard Class,Corporate
20630,2020-09-16,Neha,North,Mumbai,Delhi,Television,Electronics,2,15364,4409.54,0.1,First Class,Home Office
20054,2024-04-13,Rahul,South,Bangalore,Tamil Nadu,Laptop,Electronics,4,10724,732.79,0.15,First Class,Corporate
20685,2020-03-19,Meera,South,Ahmedabad,Gujarat,Bottle,Accessories,2,1612,399.63,0.13,Same Day,Corporate
20217,2024-02-22,Vikas,South,Hyderabad,West Bengal,Television,Electronics,2,2984,310.8,0.08,Same Day,Consumer
20820,2021-11-03,Amit,South,Bangalore,Delhi,Charger,Electronics,5,7555,746.42,0.22,First Class,Corporate
20071,2021-04-22,Priya,West,Kolkata,West Bengal,Camera,Electronics,5,23430,1990.22,0.08,Same Day,Corporate
20283,2024-04-16,Tanya,East,Bangalore,Tamil Nadu,Fan,Appliances,4,3228,1012.4,0.17,First Class,Home Office
20529,2024-04-23,Deepak,West,Mumbai,Maharashtra,Blender,Appliances,1,4015,442.58,0.09,Second Class,Corporate
20693,2020-09-11,Vikas,East,Chennai,Maharashtra,Laptop,Electronics,2,5892,870.28,0.12,Same Day,Corporate
20607,2024-11-24,Karan,North,Hyderabad,Tamil Nadu,T-shirt,Fashion,1,6389,1871.35,0.29,First Class,Home Office
20844,2024-11-17,Amit,South,Kolkata,Gujarat,Jeans,Fashion,5,43810,10212.69,0.01,Same Day,Corporate
20683,2024-10-11,Arjun,West,Kolkata,Maharashtra,Backpack,Accessories,5,48505,8865.41,0.01,Second Class,Home Office
20196,2022-05-30,Priya,East,Ahmedabad,Gujarat,Smartphone,Electronics,4,9924,1883.92,0.13,Standard Class,Home Office
20910,2024-08-29,Arjun,North,Mumbai,Tamil Nadu,Bottle,Accessories,1,8756,493.02,0.25,Standard Class,Home Office
20480,2024-01-06,Deepak,South,Bangalore,Tamil Nadu,Book,Books,2,8308,1973.97,0.0,First Class,Home Office
20975,2020-02-04,Riya,West,Kolkata,Tamil Nadu,Charger,Electronics,5,17190,2833.52,0.25,Same Day,Home Office
20451,2021-07-10,Meera,East,Pune,Gujarat,Blender,Appliances,5,19335,2137.53,0.08,Standard Class,Consumer
20614,2020-08-13,Tanya,North,Mumbai,Karnataka,Television,Electronics,5,49715,3165.63,0.28,Second Class,Consumer
20345,2024-01-28,Arjun,East,Delhi,Maharashtra,Fridge,Appliances,1,8911,1402.96,0.3,First Class,Consumer
20190,2023-03-10,Neha,North,Ahmedabad,Karnataka,Fridge,Appliances,4,6568,1649.42,0.19,First Class,Home Office
20732,2021-04-25,Sneha,South,Chennai,Tamil Nadu,Fridge,Appliances,1,5389,336.43,0.29,Second Class,Home Office
20709,2024-04-09,Sneha,West,Pune,Tamil Nadu,Fan,Appliances,2,19162,4336.54,0.03,First Class,Home Office
20114,2023-02-08,Tanya,West,Ahmedabad,Delhi,Jeans,Fashion,3,28470,3479.07,0.26,Second Class,Consumer
20705,2021-07-16,Neha,East,Bangalore,West Bengal,Bottle,Accessories,2,13038,3510.63,0.13,First Class,Consumer
20692,2020-09-09,Amit,North,Hyderabad,Gujarat,Watch,Fashion,2,12060,1109.47,0.12,Same Day,Corporate
20310,2021-10-23,Arjun,South,Chennai,Maharashtra,Blender,Appliances,3,14517,5055.18,0.0,First Class,Home Office
20744,2020-03-25,Tanya,West,Hyderabad,Tamil Nadu,Camera,Electronics,1,5058,712.41,0.22,First Class,Home Office
20491,2024-08-08,Vikas,West,Kolkata,Gujarat,Oven,Appliances,1,2240,429.01,0.17,Standard Class,Corporate
20680,2021-03-10,Deepak,North,Pune,Tamil Nadu,Book,Books,2,5374,1396.18,0.1,Standard Class,Consumer
20090,2020-10-22,Amit,South,Mumbai,Delhi,Chair,Furniture,5,35360,2414.33,0.21,Second Class,Consumer
20134,2023-09-16,Tanya,East,Delhi,West Bengal,Backpack,Accessories,5,47950,10810.25,0.28,First Class,Consumer
20146,2023-06-18,Sneha,East,Mumbai,Delhi,Sofa,Furniture,3,7044,767.01,0.01,Same Day,Corporate
20912,2024-10-27,Rahul,North,Mumbai,Karnataka,Bottle,Accessories,1,4923,682.94,0.08,Second Class,Home Office
20872,2024-01-02,Priya,West,Kolkata,Gujarat,Smartphone,Electronics,1,8536,1932.53,0.13,Same Day,Consumer
20287,2022-09-28,Deepak,West,Pune,Delhi,Chair,Furniture,2,10702,582.0,0.11,First Class,Home Office
20621,2023-03-06,Deepak,North,Bangalore,Gujarat,Shoes,Fashion,1,571,85.56,0.17,Standard Class,Home Office
20658,2021-09-14,Priya,West,Pune,Telangana,Sofa,Furniture,4,21332,5776.18,0.06,Standard Class,Home Office
20768,2021-06-04,Karan,South,Bangalore,Delhi,Jeans,Fashion,3,23295,7168.65,0.15,Same Day,Consumer
20308,2020-07-17,Priya,East,Delhi,Gujarat,Book,Books,5,7370,1221.81,0.11,Standard Class,Home Office
20434,2022-02-26,Arjun,East,Hyderabad,West Bengal,Television,Electronics,5,37985,12898.3,0.13,Same Day,Corporate
20698,2023-01-27,Priya,South,Pune,Telangana,Jeans,Fashion,4,38828,9350.58,0.12,Same Day,Home Office
20144,2021-01-18,Meera,East,Hyderabad,Karnataka,Camera,Electronics,4,18448,2714.06,0.23,Second Class,Consumer
20519,2024-04-14,Rahul,West,Ahmedabad,Karnataka,Television,Electronics,1,1467,287.32,0.03,Same Day,Corporate
20595,2024-04-26,Amit,West,Mumbai,Gujarat,Sofa,Furniture,5,6650,2042.68,0.23,Standard Class,Corporate
20134,2020-10-11,Tanya,South,Kolkata,Maharashtra,Television,Electronics,3,22011,3161.2,0.24,Second Class,Consumer
20688,2020-01-21,Riya,North,Chennai,Delhi,Book,Books,3,19866,6629.78,0.09,First Class,Home Office
20669,2020-07-09,Meera,North,Kolkata,Telangana,Shoes,Fashion,3,2034,491.22,0.09,First Class,Home Office
20967,2020-06-20,Vikas,North,Kolkata,Gujarat,Camera,Electronics,3,15714,3975.54,0.19,First Class,Consumer
20209,2024-10-28,Karan,West,Chennai,Tamil Nadu,Blender,Appliances,3,2013,664.61,0.12,Second Class,Home Office
20415,2023-01-23,Amit,East,Pune,Maharashtra,Chair,Furniture,2,19130,2714.36,0.1,First Class,Corporate
20804,2020-09-03,Meera,West,Ahmedabad,Telangana,Oven,Appliances,3,15291,5086.05,0.09,Same Day,Consumer
20884,2022-01-22,Amit,East,Pune,Tamil Nadu,Smartphone,Electronics,4,37520,3807.49,0.05,First Class,Consumer
20921,2021-07-03,Meera,West,Mumbai,Maharashtra,Smartphone,Electronics,1,4735,836.47,0.24,First Class,Consumer
20128,2021-09-16,Neha,South,Delhi,Gujarat,Television,Electronics,2,5700,1571.12,0.15,Second Class,Corporate
20985,2020-11-20,Karan,West,Hyderabad,Telangana,Chair,Furniture,3,21456,6621.81,0.03,First Class,Corporate
20674,2024-01-02,Riya,South,Kolkata,West Bengal,Fridge,Appliances,1,7404,885.17,0.21,Same Day,Consumer
20059,2024-04-16,Amit,East,Mumbai,Maharashtra,T-shirt,Fashion,1,3810,231.18,0.3,Same Day,Corporate
20472,2022-12-15,Amit,South,Delhi,Gujarat,Sofa,Furniture,2,6082,926.73,0.13,First Class,Consumer
20658,2022-07-07,Riya,South,Pune,Telangana,Bottle,Accessories,2,10522,1980.45,0.3,Same Day,Corporate
20470,2024-03-09,Amit,North,Kolkata,Gujarat,Shoes,Fashion,1,8543,2638.73,0.08,Second Class,Corporate
20844,2023-08-14,Rahul,North,Ahmedabad,Gujarat,Bottle,Accessories,4,25612,1808.07,0.3,Second Class,Consumer
20967,2020-03-23,Riya,South,Mumbai,Delhi,Headphones,Electronics,5,19525,6701.93,0.24,First Class,Consumer
20543,2023-03-27,Priya,East,Delhi,Karnataka,Television,Electronics,1,1530,435.97,0.04,Same Day,Home Office
20482,2024-12-31,Priya,East,Chennai,Tamil Nadu,Laptop,Electronics,4,29184,6227.55,0.02,First Class,Consumer
20528,2021-05-06,Neha,North,Delhi,West Bengal,Table,Furniture,2,6390,541.03,0.25,Same Day,Home Office
20535,2023-11-15,Arjun,West,Pune,West Bengal,Book,Books,4,25064,7858.18,0.29,Second Class,Corporate
20002,2022-10-30,Priya,East,Chennai,Maharashtra,Television,Electronics,5,10805,2662.54,0.12,Standard Class,Corporate
20198,2020-07-29,Priya,South,Delhi,Gujarat,Backpack,Accessories,5,28490,9551.15,0.06,First Class,Home Office
20548,2021-09-12,Vikas,West,Hyderabad,Tamil Nadu,Watch,Fashion,5,9450,2823.14,0.15,Second Class,Home Office
20154,2024-04-19,Rahul,South,Kolkata,Gujarat,Smartphone,Electronics,1,3028,984.99,0.27,Same Day,Home Office
20617,2022-10-21,Sneha,West,Delhi,Delhi,Backpack,Accessories,2,5860,1743.01,0.21,Standard Class,Corporate
20074,2024-07-08,Deepak,West,Delhi,Telangana,Bottle,Accessories,4,17804,4022.88,0.16,Second Class,Home Office
20187,2021-05-12,Deepak,West,Pune,Maharashtra,Smartphone,Electronics,4,26228,8264.58,0.1,First Class,Corporate
20993,2021-12-15,Deepak,West,Delhi,Delhi,Watch,Fashion,3,10464,1737.47,0.02,Same Day,Corporate
20728,2020-08-16,Tanya,South,Ahmedabad,Telangana,Smartphone,Electronics,1,9833,2887.93,0.1,Standard Class,Consumer
20168,2022-08-11,Neha,North,Mumbai,Delhi,Fan,Appliances,5,2255,167.52,0.26,Second Class,Consumer
20073,2022-11-03,Amit,North,Pune,West Bengal,Shoes,Fashion,2,14924,4050.05,0.18,First Class,Consumer
20783,2022-09-14,Karan,East,Mumbai,Delhi,Bottle,Accessories,2,19338,2951.75,0.29,Second Class,Consumer
20810,2022-02-25,Amit,South,Kolkata,Karnataka,Charger,Electronics,1,4572,656.8,0.22,Standard Class,Home Office
20868,2024-07-11,Vikas,North,Mumbai,Telangana,Fridge,Appliances,4,29420,1833.47,0.22,Standard Class,Consumer
20464,2020-05-23,Deepak,North,Hyderabad,West Bengal,Table,Furniture,5,24410,3834.68,0.19,Same Day,Home Office
20666,2020-03-30,Vikas,South,Kolkata,Maharashtra,Laptop,Electronics,2,6984,1360.35,0.06,Same Day,Consumer
20398,2021-09-11,Amit,West,Mumbai,Tamil Nadu,Charger,Electronics,2,18094,3812.23,0.19,Second Class,Corporate
20924,2022-09-22,Meera,West,Bangalore,Maharashtra,Smartphone,Electronics,2,3560,560.3,0.1,Standard Class,Corporate
20596,2023-07-23,Neha,West,Chennai,Telangana,Fridge,Appliances,3,23367,7165.85,0.13,First Class,Corporate
20134,2023-04-30,Sneha,West,Ahmedabad,West Bengal,Fan,Appliances,4,18300,5393.44,0.18,First Class,Home Office
20774,2020-03-24,Neha,South,Chennai,Gujarat,Jeans,Fashion,5,5575,874.32,0.2,First Class,Home Office
20693,2023-08-09,Tanya,East,Hyderabad,Maharashtra,Oven,Appliances,3,19155,2174.55,0.01,Standard Class,Consumer
20472,2022-06-11,Rahul,South,Mumbai,Delhi,Fridge,Appliances,2,8046,867.85,0.03,Second Class,Consumer
20657,2022-08-20,Rahul,South,Delhi,Karnataka,Laptop,Electronics,4,37448,8619.59,0.05,Second Class,Consumer
20850,2020-07-15,Rahul,East,Pune,Delhi,Smartphone,Electronics,4,22000,5859.47,0.06,Standard Class,Home Office
20895,2021-10-13,Tanya,South,Bangalore,Tamil Nadu,Smartphone,Electronics,2,3948,358.92,0.22,Standard Class,Consumer
20526,2022-01-21,Riya,East,Delhi,Delhi,Fan,Appliances,5,46725,10160.41,0.1,First Class,Home Office
20410,2023-12-16,Riya,South,Hyderabad,West Bengal,Charger,Electronics,4,25044,8168.37,0.0,Standard Class,Home Office
20266,2023-02-17,Meera,West,Bangalore,Delhi,Backpack,Accessories,5,32500,3931.95,0.15,First Class,Corporate
20756,2020-12-17,Arjun,South,Delhi,West Bengal,Blender,Appliances,2,5260,665.95,0.25,Second Class,Corporate
20791,2022-01-07,Tanya,South,Pune,Delhi,Chair,Furniture,5,31090,1975.63,0.13,Standard Class,Corporate
20229,2023-06-03,Sneha,South,Bangalore,Tamil Nadu,Headphones,Electronics,3,22392,4954.73,0.1,Same Day,Consumer
20906,2020-12-08,Sneha,West,Delhi,Karnataka,Television,Electronics,3,1479,504.37,0.26,First Class,Consumer
20042,2022-07-03,Priya,North,Delhi,Maharashtra,Watch,Fashion,3,28335,7858.23,0.08,Standard Class,Corporate
20057,2020-04-21,Karan,West,Mumbai,West Bengal,Sofa,Furniture,3,17034,5205.84,0.17,Second Class,Home Office
20108,2021-10-29,Priya,West,Hyderabad,Karnataka,Sofa,Furniture,5,26960,4535.4,0.26,Same Day,Home Office
20329,2021-06-27,Karan,West,Pune,Gujarat,Sofa,Furniture,5,15960,2098.18,0.09,First Class,Corporate
20040,2022-07-12,Rahul,North,Chennai,Gujarat,Oven,Appliances,4,8704,1409.18,0.06,Same Day,Corporate
20221,2021-05-10,Amit,North,Mumbai,Delhi,Book,Books,5,25290,8488.05,0.1,First Class,Home Office
20300,2024-06-13,Karan,North,Mumbai,Telangana,Blender,Appliances,1,7988,1689.53,0.27,Second Class,Home Office
20226,2021-09-06,Deepak,East,Ahmedabad,Delhi,Sofa,Furniture,2,5874,468.56,0.13,Standard Class,Consumer
20200,2023-01-29,Rahul,South,Kolkata,Maharashtra,T-shirt,Fashion,3,20460,2469.04,0.09,Standard Class,Home Office
20396,2022-10-10,Sneha,North,Chennai,Tamil Nadu,Fan,Appliances,4,30992,5316.51,0.07,Standard Class,Home Office
20658,2022-07-27,Rahul,East,Bangalore,Maharashtra,Smartphone,Electronics,1,2297,386.19,0.18,Standard Class,Corporate
20336,2021-08-10,Sneha,East,Ahmedabad,West Bengal,Watch,Fashion,2,6186,994.75,0.2,Standard Class,Home Office
20686,2023-04-08,Riya,North,Bangalore,Gujarat,Book,Books,2,11730,2925.72,0.13,Standard Class,Home Office
20215,2022-06-16,Amit,West,Delhi,Gujarat,Table,Furniture,3,18690,3748.91,0.27,Same Day,Corporate
20461,2022-06-29,Neha,South,Pune,Karnataka,Shoes,Fashion,4,15164,4201.62,0.21,Second Class,Consumer
20817,2021-08-10,Vikas,West,Ahmedabad,Tamil Nadu,Shoes,Fashion,4,32660,9730.7,0.17,First Class,Home Office
20917,2023-03-14,Priya,North,Bangalore,Gujarat,Watch,Fashion,5,3510,496.56,0.06,Second Class,Home Office
20761,2021-03-03,Karan,North,Chennai,Gujarat,Shoes,Fashion,3,27111,8029.29,0.0,Same Day,Corporate
20453,2021-01-28,Deepak,East,Hyderabad,Tamil Nadu,Backpack,Accessories,3,5301,1387.19,0.16,Standard Class,Consumer
20030,2024-10-14,Amit,East,Pune,West Bengal,Camera,Electronics,1,3429,309.74,0.14,Standard Class,Corporate
20484,2023-08-22,Amit,East,Hyderabad,Delhi,Sofa,Furniture,1,745,133.99,0.16,Second Class,Corporate
20897,2022-12-30,Deepak,South,Pune,Telangana,Blender,Appliances,4,21244,4550.28,0.27,Standard Class,Consumer
20057,2024-06-16,Rahul,North,Pune,Tamil Nadu,Laptop,Electronics,1,1710,506.46,0.12,Same Day,Home Office
20998,2020-02-24,Sneha,North,Chennai,Delhi,Chair,Furniture,4,17408,3336.56,0.21,Second Class,Home Office
20599,2020-07-19,Amit,East,Bangalore,Delhi,Smartphone,Electronics,3,19962,5068.58,0.17,Second Class,Corporate
20017,2020-10-09,Priya,West,Ahmedabad,Tamil Nadu,Shoes,Fashion,3,17655,2405.55,0.16,Standard Class,Home Office
20388,2024-09-28,Arjun,South,Delhi,West Bengal,Shoes,Fashion,5,11460,1506.98,0.03,Standard Class,Corporate
20780,2023-05-18,Amit,East,Bangalore,Karnataka,Jeans,Fashion,3,17094,2826.57,0.1,Same Day,Consumer
20419,2024-10-15,Neha,South,Pune,West Bengal,Bottle,Accessories,5,6995,1830.22,0.06,Standard Class,Consumer
20827,2023-01-24,Vikas,West,Ahmedabad,Telangana,Fan,Appliances,3,18453,5702.52,0.04,Standard Class,Corporate
20479,2024-11-24,Priya,North,Hyderabad,Gujarat,Book,Books,4,6900,617.02,0.08,Standard Class,Home Office
20179,2021-06-30,Priya,East,Hyderabad,Telangana,Watch,Fashion,4,38076,11469.82,0.1,Same Day,Corporate
20159,2023-07-26,Sneha,West,Mumbai,Tamil Nadu,Backpack,Accessories,4,31720,5261.91,0.11,Standard Class,Home Office
20620,2020-06-26,Deepak,West,Mumbai,Delhi,Backpack,Accessories,4,21212,4332.01,0.23,First Class,Corporate
20196,2020-11-22,Tanya,South,Chennai,Maharashtra,Bottle,Accessories,4,9368,717.34,0.2,Second Class,Corporate
20179,2021-02-21,Arjun,East,Kolkata,Tamil Nadu,Oven,Appliances,2,16954,2422.74,0.28,Second Class,Corporate
20332,2023-01-21,Amit,West,Hyderabad,West Bengal,Book,Books,5,28975,9078.09,0.03,Same Day,Consumer
20325,2022-09-18,Deepak,North,Ahmedabad,Telangana,Camera,Electronics,3,11571,3968.12,0.29,First Class,Consumer
20803,2024-02-11,Meera,West,Ahmedabad,Delhi,Charger,Electronics,1,3695,1012.36,0.0,Second Class,Consumer
20355,2022-02-08,Tanya,East,Kolkata,Gujarat,Sofa,Furniture,4,34228,5093.6,0.21,Second Class,Corporate
20835,2020-08-14,Arjun,West,Mumbai,Delhi,Charger,Electronics,5,6680,785.22,0.2,Same Day,Consumer
20057,2020-02-09,Riya,East,Chennai,Maharashtra,Blender,Appliances,5,29830,5737.22,0.1,First Class,Corporate
20874,2023-02-13,Priya,South,Mumbai,Delhi,Headphones,Electronics,3,15702,2181.53,0.28,First Class,Consumer
20396,2021-12-11,Vikas,West,Hyderabad,Karnataka,Television,Electronics,5,41800,5903.71,0.19,Second Class,Corporate
20601,2023-09-20,Arjun,East,Mumbai,Telangana,Television,Electronics,5,42700,10415.48,0.14,First Class,Consumer
20374,2021-01-07,Karan,West,Hyderabad,Telangana,Bottle,Accessories,2,10154,1823.69,0.3,First Class,Consumer
20163,2024-06-21,Arjun,North,Bangalore,Tamil Nadu,Smartphone,Electronics,5,19175,1572.61,0.19,Standard Class,Home Office
20859,2023-08-30,Neha,North,Pune,Maharashtra,Book,Books,2,1728,155.62,0.12,Same Day,Corporate
20560,2020-12-16,Rahul,West,Ahmedabad,Tamil Nadu,Camera,Electronics,5,25160,2545.7,0.13,Second Class,Home Office
20372,2024-03-26,Amit,South,Mumbai,West Bengal,Backpack,Accessories,2,11244,3008.87,0.25,First Class,Corporate
20164,2023-02-08,Priya,East,Kolkata,Maharashtra,Laptop,Electronics,3,11349,3912.51,0.27,Second Class,Home Office
20210,2020-05-05,Arjun,South,Mumbai,Karnataka,T-shirt,Fashion,5,15620,2781.43,0.14,Standard Class,Home Office
20676,2021-05-16,Karan,North,Mumbai,Telangana,Television,Electronics,1,686,132.65,0.11,Standard Class,Consumer
20255,2020-08-23,Deepak,West,Pune,Gujarat,Table,Furniture,5,23330,5754.41,0.01,Standard Class,Home Office
20525,2022-06-06,Vikas,East,Hyderabad,Telangana,Jeans,Fashion,5,41505,10427.28,0.25,Second Class,Corporate
20217,2021-03-31,Meera,West,Ahmedabad,Karnataka,Laptop,Electronics,5,44885,3616.1,0.27,First Class,Consumer
20264,2022-12-17,Priya,South,Chennai,Telangana,Blender,Appliances,1,6085,1679.07,0.22,Same Day,Consumer
20839,2023-12-01,Tanya,North,Delhi,Delhi,Table,Furniture,5,5735,1190.78,0.03,First Class,Corporate
20073,2023-06-26,Neha,North,Chennai,Maharashtra,Sofa,Furniture,2,3728,1008.68,0.19,Same Day,Home Office
20647,2022-12-01,Sneha,North,Pune,Maharashtra,Camera,Electronics,3,4143,368.55,0.2,Standard Class,Home Office
20426,2022-08-05,Tanya,East,Mumbai,Karnataka,Headphones,Electronics,5,44025,10367.25,0.23,Second Class,Corporate
20662,2022-03-15,Sneha,South,Delhi,Gujarat,Book,Books,4,28080,1565.47,0.13,Standard Class,Consumer
20771,2020-02-15,Vikas,West,Bangalore,Karnataka,Jeans,Fashion,4,33556,6545.85,0.0,Second Class,Home Office
20976,2020-01-16,Neha,East,Bangalore,West Bengal,Television,Electronics,3,4782,1219.55,0.18,First Class,Corporate
20837,2024-02-15,Deepak,East,Pune,West Bengal,Jeans,Fashion,2,19994,2768.07,0.11,First Class,Home Office
20716,2020-01-07,Amit,North,Bangalore,Karnataka,Laptop,Electronics,5,2375,586.55,0.27,First Class,Corporate
20333,2022-10-21,Arjun,North,Ahmedabad,West Bengal,Headphones,Electronics,4,9360,2081.43,0.15,First Class,Consumer
20534,2024-10-17,Neha,West,Delhi,Maharashtra,Sofa,Furniture,4,24380,1853.73,0.07,Second Class,Corporate
20534,2020-03-06,Karan,West,Bangalore,Gujarat,Shoes,Fashion,4,7528,977.36,0.01,Standard Class,Consumer
20243,2023-01-01,Amit,South,Pune,Maharashtra,Watch,Fashion,2,12350,642.84,0.14,Standard Class,Home Office
20495,2022-08-04,Sneha,South,Pune,Karnataka,Smartphone,Electronics,3,23088,6814.01,0.13,Standard Class,Home Office
20867,2023-11-13,Amit,North,Hyderabad,Delhi,T-shirt,Fashion,2,17706,4802.39,0.08,Same Day,Corporate
20029,2023-02-11,Tanya,West,Kolkata,Telangana,Oven,Appliances,2,8464,1183.83,0.14,Standard Class,Home Office
20899,2021-09-17,Deepak,South,Delhi,Karnataka,Backpack,Accessories,5,35065,1827.34,0.24,Standard Class,Home Office
20052,2021-06-03,Arjun,East,Hyderabad,Maharashtra,Smartphone,Electronics,4,37672,5774.83,0.02,Standard Class,Corporate
20204,2022-11-18,Rahul,East,Pune,Delhi,Camera,Electronics,2,9950,1739.74,0.05,Same Day,Home Office
20642,2024-01-08,Riya,North,Hyderabad,Tamil Nadu,Camera,Electronics,4,28076,7531.19,0.24,Same Day,Corporate
20058,2023-02-03,Arjun,South,Hyderabad,Gujarat,T-shirt,Fashion,3,11262,1783.5,0.19,First Class,Home Office
20835,2021-01-31,Rahul,East,Pune,Maharashtra,Backpack,Accessories,3,21423,6797.66,0.24,Same Day,Corporate
20986,2021-10-19,Karan,East,Pune,Tamil Nadu,Shoes,Fashion,4,23908,5812.42,0.08,Second Class,Corporate
20892,2021-06-25,Meera,North,Kolkata,Gujarat,Smartphone,Electronics,1,3226,1090.14,0.26,Standard Class,Home Office
20896,2020-11-23,Rahul,East,Bangalore,Delhi,Table,Furniture,2,12940,2414.84,0.16,Second Class,Consumer
20801,2020-08-16,Rahul,North,Delhi,Maharashtra,Laptop,Electronics,2,8470,959.05,0.07,Same Day,Consumer
20133,2021-06-17,Arjun,West,Chennai,Gujarat,Laptop,Electronics,3,18852,3701.97,0.06,Second Class,Corporate
20929,2024-08-16,Amit,East,Delhi,Karnataka,Television,Electronics,2,3384,1051.37,0.27,Second Class,Corporate
20842,2024-12-13,Vikas,West,Pune,Maharashtra,Backpack,Accessories,2,8612,2845.99,0.19,First Class,Home Office
20601,2021-10-14,Karan,North,Chennai,Maharashtra,Camera,Electronics,2,3648,513.34,0.02,Same Day,Corporate
20051,2023-04-24,Priya,East,Mumbai,Gujarat,Headphones,Electronics,3,23730,5930.65,0.09,Standard Class,Home Office
20329,2023-10-27,Arjun,West,Pune,Tamil Nadu,Watch,Fashion,3,21282,2912.04,0.14,Standard Class,Home Office
20722,2024-03-27,Tanya,East,Mumbai,Telangana,Smartphone,Electronics,5,7480,1287.08,0.07,Second Class,Home Office
20029,2022-07-19,Riya,South,Ahmedabad,Gujarat,Oven,Appliances,4,9296,519.6,0.26,Same Day,Home Office
20834,2020-06-14,Rahul,North,Kolkata,Telangana,Table,Furniture,2,19420,4758.56,0.22,Same Day,Consumer
20858,2023-11-17,Riya,North,Pune,West Bengal,Laptop,Electronics,5,23390,7815.67,0.12,Same Day,Consumer
20680,2021-05-20,Sneha,South,Chennai,Delhi,Headphones,Electronics,4,18504,5317.92,0.06,Second Class,Home Office
20085,2020-09-23,Karan,North,Kolkata,Karnataka,Headphones,Electronics,3,16071,3395.39,0.17,Second Class,Corporate
20956,2020-01-31,Neha,West,Chennai,Tamil Nadu,Smartphone,Electronics,1,3086,200.14,0.18,Second Class,Consumer
20861,2022-11-09,Riya,East,Delhi,Delhi,Chair,Furniture,2,7514,2101.39,0.06,Standard Class,Consumer
20819,2022-02-11,Rahul,South,Pune,Tamil Nadu,Charger,Electronics,1,5220,1768.02,0.16,Standard Class,Corporate
20697,2021-11-17,Riya,North,Ahmedabad,Maharashtra,Headphones,Electronics,4,12672,4185.89,0.06,Same Day,Corporate
20212,2021-05-22,Priya,West,Ahmedabad,Gujarat,Chair,Furniture,4,28640,8763.42,0.26,Second Class,Corporate
20172,2021-10-10,Meera,South,Ahmedabad,Delhi,Fan,Appliances,2,14870,4262.85,0.07,First Class,Consumer
20330,2023-07-27,Priya,South,Chennai,Gujarat,Television,Electronics,2,6922,438.53,0.09,First Class,Corporate
